Aspect_Logic_ID,T_Planet,N_Planet,Aspect_Angle,Category,N_House,N_Sign_Element,T_Retrograde_Flag,Orb_Status,Text_Description,Countdown_Label,Countdown_ID,Essential_Dignity_Score,Score_Impact,Priority,timeline_advise,Decision_Flag,Sync_Flag,Noise_Flag,Pressure_Score
TRANSIT_SUN_NATAL_SUN_0_1_GENERAL_0_Applying,TRANSIT_SUN,NATAL_SUN,0,General,1,Fire,0,Applying,自分らしさや生命力が前面に出やすくなり、これからの自分を新しく打ち出したい気持ちが強まる時期です。周囲の反応を待つよりも、自分が本当に進みたい方向や引き受けたい役割がはっきり見えやすくなり、動き出すことへの期待感も高まりやすくなります。今の自分に必要な一歩を具体的に決めることで、曖昧だった意欲が行動の形を取り始めます。やりたいことを言葉にし、生活や仕事の中で実際に一つ行動へ移すことで、この時期の熱量を確かな前進へつなげやすくなります。,,TALENT_DISCOVERY_SHORT_POS,5,70,9,自分の意志や方向性がクリアになり、迷わず前向きに行動を起こしたくなります。,1,0,0,-18
TRANSIT_SUN_NATAL_SUN_0_1_GENERAL_0_Applying,TRANSIT_SUN,NATAL_SUN,0,General,1,Earth,0,Applying,自分自身の在り方や進む方向を、現実的な形で整えたくなる時期です。漠然とした理想よりも、今の自分に必要な目標や役割がはっきりしやすくなり、手の届くところから新しい基盤を作り始める期待感が高まります。自分の強みを生活や仕事の中でどう活かすかを具体的に決めることで、これからの動きに安定した軸が生まれます。一歩ずつ実行できる計画に落とし込むほど、自分らしい前進を確かな手応えとして感じやすくなります。,,TALENT_DISCOVERY_SHORT_POS,-1,70,9,-,1,0,0,-
TRANSIT_SUN_NATAL_SUN_0_1_GENERAL_0_Applying,TRANSIT_SUN,NATAL_SUN,0,General,1,Air,0,Applying,自分の考えや個性を、言葉や表現を通じて外へ出したくなる時期です。頭の中で散らばっていたアイデアがまとまりやすくなり、人との会話や情報交換から新しい可能性が見えてきます。自分の意見を軽やかに伝えることで、今後の方向性に対する期待感も高まりやすくなります。気になっているテーマを調べたり、誰かに話してみたりすることで、次に進むためのヒントを掴みやすくなります。,,TALENT_DISCOVERY_SHORT_POS,2,70,9,-,1,0,0,-
TRANSIT_SUN_NATAL_SUN_0_1_GENERAL_0_Applying,TRANSIT_SUN,NATAL_SUN,0,General,1,Water,0,Applying,自分の内側にある本音や望みがはっきりしやすくなり、心から納得できる方向へ進みたくなる時期です。人にどう見られるかよりも、自分が本当に大切にしたい感覚や安心できる選択が見えやすくなります。内側から湧いてくる思いを受け止めることで、新しい自分へ向かう期待感が静かに高まります。感じたことを言葉にしたり、落ち着ける環境でこれからの方向を整理したりすることで、次の一歩が自然に定まりやすくなります。,,TALENT_DISCOVERY_SHORT_POS,-2,70,9,-,1,0,0,-
TRANSIT_SUN_NATAL_SUN_0_2_MONEY_0_Applying,TRANSIT_SUN,NATAL_SUN,0,"Money,Work",2,Fire,0,Applying,お金や才能の使い方に対して、自分から流れを作りたい気持ちが強まる時期です。新しい収入源を試したい、持っている力をもっと具体的な成果につなげたいという意欲が湧きやすくなります。自分の価値を低く見積もらず、何を提供できるのかをはっきりさせることで、収入面の可能性に前向きな期待が生まれます。思いつきで終わらせず、予算や価格、提案内容を一つ形にすることで、金銭面の自立に向けた動きが始まりやすくなります。,,MONEY_VALUE_UP_VENUS_SHORT_POS,5,70,9,-,1,0,0,-
TRANSIT_SUN_NATAL_SUN_0_2_MONEY_0_Applying,TRANSIT_SUN,NATAL_SUN,0,"Money,Work",2,Earth,0,Applying,収入や持ち物、生活の基盤を現実的に整えたくなる時期です。自分の能力をどのようにお金や安定につなげるかが見えやすくなり、堅実な見直しに前向きな手応えを感じやすくなります。資産状況や固定費、今後伸ばしたい収入の柱を確認することで、漠然とした不安よりも具体的な改善点に意識が向きます。積み重ねられる仕組みを一つ作ることで、将来の安心につながる基盤を育てやすくなります。,,MONEY_VALUE_UP_VENUS_SHORT_POS,-1,70,9,-,1,0,0,-
TRANSIT_SUN_NATAL_SUN_0_2_MONEY_0_Applying,TRANSIT_SUN,NATAL_SUN,0,"Money,Work",2,Air,0,Applying,お金や自分の価値について、新しい視点を取り入れやすくなる時期です。人との会話や情報収集を通じて、収入の増やし方、使い方、守り方に関するヒントが見つかりやすくなります。これまで当たり前だと思っていた価値観を少し見直すことで、より軽やかに選べる金銭面の可能性が広がります。気になった情報を比較し、自分に合う方法を一つ試すことで、今後の安定へつながる選択肢を増やしやすくなります。,,MONEY_VALUE_UP_VENUS_SHORT_POS,2,70,9,-,1,0,0,-
TRANSIT_SUN_NATAL_SUN_0_2_MONEY_0_Applying,TRANSIT_SUN,NATAL_SUN,0,"Money,Work",2,Water,0,Applying,お金の使い方や持ち方に、自分なりの安心感を取り戻したくなる時期です。数字だけで判断するよりも、何に使うと心が満たされ、何を整えると生活が落ち着くのかが見えやすくなります。自分の感覚に合う収支の整え方を選ぶことで、金銭面への不安が具体的な見直しへ変わりやすくなります。大切にしたい暮らしを基準に計画を立てることで、納得感のある資産づくりへ進みやすくなります。,,MONEY_VALUE_UP_VENUS_SHORT_POS,-2,70,9,-,1,0,0,-
TRANSIT_SUN_NATAL_SUN_0_3_GENERAL_0_Applying,TRANSIT_SUN,NATAL_SUN,0,General,3,Fire,0,Applying,学びや会話、発信への意欲が高まり、自分の考えを外へ出したくなる時期です。身近な人とのやり取りや新しい情報との出会いから、次に試したいことがはっきりしやすくなります。言葉に勢いが宿りやすいため、温めていた企画やアイデアを話してみることで、新しい協力や展開への期待感が生まれます。気になるテーマを一つ決めて調べたり発信したりすることで、行動範囲が自然に広がりやすくなります。,,TALENT_DISCOVERY_SHORT_POS,5,70,9,-,1,0,0,-
TRANSIT_SUN_NATAL_SUN_0_3_GENERAL_0_Applying,TRANSIT_SUN,NATAL_SUN,0,General,3,Earth,0,Applying,学びや身近なコミュニケーションを、現実的な成果につなげたくなる時期です。必要な情報を整理したり、近い人との会話から具体的な計画を固めたりすることで、次に進む道筋が見えやすくなります。新しい知識をただ集めるだけでなく、生活や仕事で使える形に落とし込むほど、前向きな手応えが生まれます。今後の予定や学びたい内容を一つ明確にすることで、着実な前進につながる流れを作りやすくなります。,,TALENT_DISCOVERY_SHORT_POS,-1,70,9,-,1,0,0,-
