Date,Planet,Ecliptic_Longitude,Sign_ID,Degree_In_Sign,Retrograde_Flag,Sign_Ingress_Flag,Retrograde_Start_Flag,Retrograde_End_Flag,Station_Flag,Speed
2023-01-01,SUN,280.793399,CAPRICORN,10.793399,0,0,0,0,0,1.01901373
2023-01-01,MERCURY,293.42331,CAPRICORN,23.42331,1,0,0,0,0,-0.60620732
2023-01-01,VENUS,298.008896,CAPRICORN,28.008896,0,0,0,0,0,1.25247332
2023-01-01,MARS,68.987679,GEMINI,8.987679,1,0,0,0,0,-0.15283886
2023-01-01,JUPITER,1.253637,ARIES,1.253637,0,0,0,0,0,0.12194473
2023-01-01,SATURN,322.46883,AQUARIUS,22.46883,0,0,0,0,0,0.10021514
2023-01-01,URANUS,45.138467,TAURUS,15.138467,1,0,0,0,0,-0.01810518
2023-01-01,NEPTUNE,352.878571,PISCES,22.878571,0,0,0,0,0,0.01619427
2023-01-01,PLUTO,297.673582,CAPRICORN,27.673582,0,0,0,0,0,0.03163197
2023-01-02,SUN,281.8124,CAPRICORN,11.8124,0,0,0,0,0,1.01898436
2023-01-02,MERCURY,292.721289,CAPRICORN,22.721289,1,0,0,0,0,-0.79587469
2023-01-02,VENUS,299.261268,CAPRICORN,29.261268,0,0,0,0,0,1.25226869
2023-01-02,MARS,68.841716,GEMINI,8.841716,1,0,0,0,0,-0.13908485
2023-01-02,JUPITER,1.376906,ARIES,1.376906,0,0,0,0,0,0.12458598
2023-01-02,SATURN,322.569492,AQUARIUS,22.569492,0,0,0,0,0,0.10110591
2023-01-02,URANUS,45.120761,TAURUS,15.120761,1,0,0,0,0,-0.01730517
2023-01-02,NEPTUNE,352.895037,PISCES,22.895037,0,0,0,0,0,0.01673756
2023-01-02,PLUTO,297.705285,CAPRICORN,27.705285,0,0,0,0,0,0.03177256
2023-01-03,SUN,282.831371,CAPRICORN,12.831371,0,0,0,0,0,1.01895395
2023-01-03,MERCURY,291.836863,CAPRICORN,21.836863,1,0,0,0,0,-0.96957535
2023-01-03,VENUS,300.513432,AQUARIUS,0.513432,0,1,0,0,0,1.25205878
2023-01-03,MARS,68.70951,GEMINI,8.70951,1,0,0,0,0,-0.12532973
2023-01-03,JUPITER,1.502798,ARIES,1.502798,0,0,0,0,0,0.12719174
2023-01-03,SATURN,322.671035,AQUARIUS,22.671035,0,0,0,0,0,0.10197638
2023-01-03,URANUS,45.103858,TAURUS,15.103858,1,0,0,0,0,-0.01650007
2023-01-03,NEPTUNE,352.912045,PISCES,22.912045,0,0,0,0,0,0.01727498
2023-01-03,PLUTO,297.737125,CAPRICORN,27.737125,0,0,0,0,0,0.03190412
2023-01-04,SUN,283.850312,CAPRICORN,13.850312,0,0,0,0,0,1.01892197
2023-01-04,MERCURY,290.790344,CAPRICORN,20.790344,1,0,0,0,0,-1.11863789
2023-01-04,VENUS,301.765384,AQUARIUS,1.765384,0,0,0,0,0,1.25184267
2023-01-04,MARS,68.591048,GEMINI,8.591048,1,0,0,0,0,-0.11159936
2023-01-04,JUPITER,1.631278,ARIES,1.631278,0,0,0,0,0,0.12976085
2023-01-04,SATURN,322.773438,AQUARIUS,22.773438,0,0,0,0,0,0.10282502
2023-01-04,URANUS,45.087762,TAURUS,15.087762,1,0,0,0,0,-0.01569188
2023-01-04,NEPTUNE,352.929585,PISCES,22.929585,0,0,0,0,0,0.01780475
2023-01-04,PLUTO,297.76909,CAPRICORN,27.76909,0,0,0,0,0,0.03202497
2023-01-05,SUN,284.869219,CAPRICORN,14.869219,0,0,0,0,0,1.0188882
2023-01-05,MERCURY,289.6105,CAPRICORN,19.6105,1,0,0,0,0,-1.23498945
2023-01-05,VENUS,303.017117,AQUARIUS,3.017117,0,0,0,0,0,1.25162003
2023-01-05,MARS,68.486296,GEMINI,8.486296,1,0,0,0,0,-0.09791657
2023-01-05,JUPITER,1.762308,ARIES,1.762308,0,0,0,0,0,0.13229278
2023-01-05,SATURN,322.876679,AQUARIUS,22.876679,0,0,0,0,0,0.103651
2023-01-05,URANUS,45.072475,TAURUS,15.072475,1,0,0,0,0,-0.01488189
2023-01-05,NEPTUNE,352.947652,PISCES,22.947652,0,0,0,0,0,0.01832576
2023-01-05,PLUTO,297.801171,CAPRICORN,27.801171,0,0,0,0,0,0.03213402
2023-01-06,SUN,285.888091,CAPRICORN,15.888091,0,0,0,0,0,1.01885301
2023-01-06,MERCURY,288.333438,CAPRICORN,18.333438,1,0,0,0,0,-1.3121895
2023-01-06,VENUS,304.268623,AQUARIUS,4.268623,0,0,0,0,0,1.25139105
2023-01-06,MARS,68.395194,GEMINI,8.395194,1,0,0,0,0,-0.084301
2023-01-06,JUPITER,1.895852,ARIES,1.895852,0,0,0,0,0,0.13478782
2023-01-06,SATURN,322.980733,AQUARIUS,22.980733,0,0,0,0,0,0.10445427
2023-01-06,URANUS,45.057998,TAURUS,15.057998,1,0,0,0,0,-0.01407054
2023-01-06,NEPTUNE,352.966234,PISCES,22.966234,0,0,0,0,0,0.01883774
2023-01-06,PLUTO,297.833355,CAPRICORN,27.833355,0,0,0,0,0,0.03223111
2023-01-07,SUN,286.906928,CAPRICORN,16.906928,0,0,0,0,0,1.01881709
2023-01-07,MERCURY,287.000504,CAPRICORN,17.000504,1,0,0,0,0,-1.34633903
2023-01-07,VENUS,305.519898,AQUARIUS,5.519898,0,0,0,0,0,1.25115664
2023-01-07,MARS,68.317667,GEMINI,8.317667,1,0,0,0,0,-0.07076937
2023-01-07,JUPITER,2.031872,ARIES,2.031872,0,0,0,0,0,0.13724697
2023-01-07,SATURN,323.08558,AQUARIUS,23.08558,0,0,0,0,0,0.10523543
2023-01-07,URANUS,45.044334,TAURUS,15.044334,1,0,0,0,0,-0.01325753
2023-01-07,NEPTUNE,352.985324,PISCES,22.985324,0,0,0,0,0,0.0193411
2023-01-07,PLUTO,297.86563,CAPRICORN,27.86563,0,0,0,0,0,0.03231666
2023-01-08,SUN,287.925729,CAPRICORN,17.925729,0,0,0,0,0,1.01878132
2023-01-08,MERCURY,285.655416,CAPRICORN,15.655416,1,0,0,0,0,-1.33663373
2023-01-08,VENUS,306.770935,AQUARIUS,6.770935,0,0,0,0,0,1.25091791
2023-01-08,MARS,68.253624,GEMINI,8.253624,1,0,0,0,0,-0.05733573
2023-01-08,JUPITER,2.170335,ARIES,2.170335,0,0,0,0,0,0.13967168
2023-01-08,SATURN,323.191197,AQUARIUS,23.191197,0,0,0,0,0,0.1059956
2023-01-08,URANUS,45.031484,TAURUS,15.031484,1,0,0,0,0,-0.01244213
2023-01-08,NEPTUNE,353.004913,PISCES,23.004913,0,0,0,0,0,0.01983674
2023-01-08,PLUTO,297.897985,CAPRICORN,27.897985,0,0,0,0,0,0.03239166
2023-01-09,SUN,288.944494,CAPRICORN,18.944494,0,0,0,0,0,1.01874653
2023-01-09,MERCURY,284.34111,CAPRICORN,14.34111,1,0,0,0,0,-1.28541056
2023-01-09,VENUS,308.021733,AQUARIUS,8.021733,0,0,0,0,0,1.25067617
2023-01-09,MARS,68.20296,GEMINI,8.20296,1,0,0,0,0,-0.04401184
2023-01-09,JUPITER,2.311205,ARIES,2.311205,0,0,0,0,0,0.14206373
2023-01-09,SATURN,323.297565,AQUARIUS,23.297565,0,0,0,0,0,0.10673611
2023-01-09,URANUS,45.019451,TAURUS,15.019451,1,0,0,0,0,-0.01162313
2023-01-09,NEPTUNE,353.024995,PISCES,23.024995,0,0,0,0,0,0.02032592
2023-01-09,PLUTO,297.93041,CAPRICORN,27.93041,0,0,0,0,0,0.03245741
2023-01-10,SUN,289.963225,CAPRICORN,19.963225,0,0,0,0,0,1.0187135
2023-01-10,MERCURY,283.096791,CAPRICORN,13.096791,1,0,0,0,0,-1.19768241
2023-01-10,VENUS,309.272288,AQUARIUS,9.272288,0,0,0,0,0,1.25043277
