Date,Planet,Ecliptic_Longitude,Sign_ID,Degree_In_Sign,Retrograde_Flag,Sign_Ingress_Flag,Retrograde_Start_Flag,Retrograde_End_Flag,Station_Flag,Speed
2017-01-01,SUN,281.265068,CAPRICORN,11.265068,0,0,0,0,0,1.0195558
2017-01-01,MERCURY,272.705728,CAPRICORN,2.705728,1,0,0,0,0,-1.1091684
2017-01-01,VENUS,328.033235,AQUARIUS,28.033235,0,0,0,0,0,1.08260391
2017-01-01,MARS,339.90195,PISCES,9.90195,0,0,0,0,0,0.75526828
2017-01-01,JUPITER,201.198142,LIBRA,21.198142,0,0,0,0,0,0.10435077
2017-01-01,SATURN,261.427108,SAGITTARIUS,21.427108,0,0,0,0,0,0.11365113
2017-01-01,URANUS,20.561416,ARIES,20.561416,0,0,0,0,0,0.00269388
2017-01-01,NEPTUNE,339.745636,PISCES,9.745636,0,0,0,0,0,0.0231087
2017-01-01,PLUTO,286.959558,CAPRICORN,16.959558,0,0,0,0,0,0.03424552
2017-01-02,SUN,282.284602,CAPRICORN,12.284602,0,0,0,0,0,1.01950475
2017-01-02,MERCURY,271.666868,CAPRICORN,1.666868,1,0,0,0,0,-0.9651754
2017-01-02,VENUS,329.113491,AQUARIUS,29.113491,0,0,0,0,0,1.07787771
2017-01-02,MARS,340.657158,PISCES,10.657158,0,0,0,0,0,0.75514157
2017-01-02,JUPITER,201.301225,LIBRA,21.301225,0,0,0,0,0,0.10181171
2017-01-02,SATURN,261.540536,SAGITTARIUS,21.540536,0,0,0,0,0,0.11320099
2017-01-02,URANUS,20.564542,ARIES,20.564542,0,0,0,0,0,0.00355862
2017-01-02,NEPTUNE,339.768973,PISCES,9.768973,0,0,0,0,0,0.02356591
2017-01-02,PLUTO,286.993821,CAPRICORN,16.993821,0,0,0,0,0,0.03427893
2017-01-03,SUN,283.304074,CAPRICORN,13.304074,0,0,0,0,0,1.01943205
2017-01-03,MERCURY,270.780781,CAPRICORN,0.780781,1,0,0,0,0,-0.80498293
2017-01-03,VENUS,330.188929,PISCES,0.188929,0,1,0,0,0,1.07296789
2017-01-03,MARS,341.412227,PISCES,11.412227,0,0,0,0,0,0.75499049
2017-01-03,JUPITER,201.401756,LIBRA,21.401756,0,0,0,0,0,0.09924763
2017-01-03,SATURN,261.653504,SAGITTARIUS,21.653504,0,0,0,0,0,0.11273223
2017-01-03,URANUS,20.568533,ARIES,20.568533,0,0,0,0,0,0.00442432
2017-01-03,NEPTUNE,339.792766,PISCES,9.792766,0,0,0,0,0,0.02401817
2017-01-03,PLUTO,287.028114,CAPRICORN,17.028114,0,0,0,0,0,0.03430613
2017-01-04,SUN,284.323465,CAPRICORN,14.323465,0,0,0,0,0,1.01934214
2017-01-04,MERCURY,270.059732,CAPRICORN,0.059732,1,0,0,0,0,-0.63629771
2017-01-04,VENUS,331.259364,PISCES,1.259364,0,0,0,0,0,1.06786867
2017-01-04,MARS,342.167134,PISCES,12.167134,0,0,0,0,0,0.75481668
2017-01-04,JUPITER,201.499713,LIBRA,21.499713,0,0,0,0,0,0.09666174
2017-01-04,SATURN,261.765995,SAGITTARIUS,21.765995,0,0,0,0,0,0.11224733
2017-01-04,URANUS,20.573391,ARIES,20.573391,0,0,0,0,0,0.0052925
2017-01-04,NEPTUNE,339.817009,PISCES,9.817009,0,0,0,0,0,0.02446741
2017-01-04,PLUTO,287.062433,CAPRICORN,17.062433,0,0,0,0,0,0.03432992
2017-01-05,SUN,285.342759,CAPRICORN,15.342759,0,0,0,0,0,1.01923987
2017-01-05,MERCURY,269.50884,SAGITTARIUS,29.50884,1,1,0,0,0,-0.46564141
2017-01-05,VENUS,332.324602,PISCES,2.324602,0,0,0,0,0,1.06257455
2017-01-05,MARS,342.921856,PISCES,12.921856,0,0,0,0,0,0.7546219
2017-01-05,JUPITER,201.595073,LIBRA,21.595073,0,0,0,0,0,0.09405676
2017-01-05,SATURN,261.877994,SAGITTARIUS,21.877994,0,0,0,0,0,0.11174848
2017-01-05,URANUS,20.579119,ARIES,20.579119,0,0,0,0,0,0.00616444
2017-01-05,NEPTUNE,339.8417,PISCES,9.8417,0,0,0,0,0,0.02491523
2017-01-05,PLUTO,287.096774,CAPRICORN,17.096774,0,0,0,0,0,0.03435085
2017-01-06,SUN,286.361947,CAPRICORN,16.361947,0,0,0,0,0,1.01913006
2017-01-06,MERCURY,269.127402,SAGITTARIUS,29.127402,1,0,0,0,0,-0.29812067
2017-01-06,VENUS,333.384447,PISCES,3.384447,0,0,0,0,0,1.05708034
2017-01-06,MARS,343.676373,PISCES,13.676373,0,0,0,0,0,0.75440769
2017-01-06,JUPITER,201.68782,LIBRA,21.68782,0,0,0,0,0,0.09143442
2017-01-06,SATURN,261.989488,SAGITTARIUS,21.989488,0,0,0,0,0,0.11123705
2017-01-06,URANUS,20.585721,ARIES,20.585721,0,0,0,0,0,0.00704053
2017-01-06,NEPTUNE,339.866839,PISCES,9.866839,0,0,0,0,0,0.02536238
2017-01-06,PLUTO,287.131123,CAPRICORN,17.131123,0,0,0,0,0,0.03432917
2017-01-07,SUN,287.381022,CAPRICORN,17.381022,0,0,0,0,0,1.01901668
2017-01-07,MERCURY,268.910321,SAGITTARIUS,28.910321,1,0,0,0,0,-0.13743252
2017-01-07,VENUS,334.438695,PISCES,4.438695,0,0,0,0,0,1.05138057
2017-01-07,MARS,344.430667,PISCES,14.430667,0,0,0,0,0,0.75417484
2017-01-07,JUPITER,201.777937,LIBRA,21.777937,0,0,0,0,0,0.08879474
2017-01-07,SATURN,262.100465,SAGITTARIUS,22.100465,0,0,0,0,0,0.11071291
2017-01-07,URANUS,20.593202,ARIES,20.593202,0,0,0,0,0,0.00791969
2017-01-07,NEPTUNE,339.892425,PISCES,9.892425,0,0,0,0,0,0.02580813
2017-01-07,PLUTO,287.165392,CAPRICORN,17.165392,0,0,0,0,0,0.03425257
2017-01-08,SUN,288.399984,CAPRICORN,18.399984,0,0,0,0,0,1.01890228
2017-01-08,MERCURY,268.849449,SAGITTARIUS,28.849449,0,0,0,1,1,0.01398215
2017-01-08,VENUS,335.487139,PISCES,5.487139,0,0,0,0,0,1.0454695
2017-01-08,MARS,345.184719,PISCES,15.184719,0,0,0,0,0,0.75392306
2017-01-08,JUPITER,201.865404,LIBRA,21.865404,0,0,0,0,0,0.08613556
2017-01-08,SATURN,262.21091,SAGITTARIUS,22.21091,0,0,0,0,0,0.11017399
2017-01-08,URANUS,20.601561,ARIES,20.601561,0,0,0,0,0,0.0087991
2017-01-08,NEPTUNE,339.918455,PISCES,9.918455,0,0,0,0,0,0.02624996
2017-01-08,PLUTO,287.199721,CAPRICORN,17.199721,0,0,0,0,0,0.03437688
2017-01-09,SUN,289.418832,CAPRICORN,19.418832,0,0,0,0,0,1.01878795
2017-01-09,MERCURY,268.934731,SAGITTARIUS,28.934731,0,0,0,0,0,0.1547151
2017-01-09,VENUS,336.529563,PISCES,6.529563,0,0,0,0,0,1.03934138
2017-01-09,MARS,345.938509,PISCES,15.938509,0,0,0,0,0,0.75365135
2017-01-09,JUPITER,201.9502,LIBRA,21.9502,0,0,0,0,0,0.08345297
2017-01-09,SATURN,262.320807,SAGITTARIUS,22.320807,0,0,0,0,0,0.10961677
2017-01-09,URANUS,20.610799,ARIES,20.610799,0,0,0,0,0,0.00967455
2017-01-09,NEPTUNE,339.944923,PISCES,9.944923,0,0,0,0,0,0.02668392
2017-01-09,PLUTO,287.234103,CAPRICORN,17.234103,0,0,0,0,0,0.03437956
2017-01-10,SUN,290.437565,CAPRICORN,20.437565,0,0,0,0,0,1.01867418
2017-01-10,MERCURY,269.155123,SAGITTARIUS,29.155123,0,0,0,0,0,0.28415393
2017-01-10,VENUS,337.565748,PISCES,7.565748,0,0,0,0,0,1.03299144
2017-01-10,MARS,346.692018,PISCES,16.692018,0,0,0,0,0,0.75335919
2017-01-10,JUPITER,202.0323,LIBRA,22.0323,0,0,0,0,0,0.08074251
2017-01-10,SATURN,262.430136,SAGITTARIUS,22.430136,0,0,0,0,0,0.10903741
2017-01-10,URANUS,20.620908,ARIES,20.620908,0,0,0,0,0,0.01054184
2017-01-10,NEPTUNE,339.971819,PISCES,9.971819,0,0,0,0,0,0.02710598
2017-01-10,PLUTO,287.268474,CAPRICORN,17.268474,0,0,0,0,0,0.0343592
2017-01-11,SUN,291.456184,CAPRICORN,21.456184,0,0,0,0,0,1.0185618
2017-01-11,MERCURY,269.499273,SAGITTARIUS,29.499273,0,0,0,0,0,0.40226473
2017-01-11,VENUS,338.595471,PISCES,8.595471,0,0,0,0,0,1.02641693
2017-01-11,MARS,347.445224,PISCES,17.445224,0,0,0,0,0,0.75304786
2017-01-11,JUPITER,202.111675,LIBRA,22.111675,0,0,0,0,0,0.07800094
2017-01-11,SATURN,262.538874,SAGITTARIUS,22.538874,0,0,0,0,0,0.10843346
2017-01-11,URANUS,20.631879,ARIES,20.631879,0,0,0,0,0,0.01139837
2017-01-11,NEPTUNE,339.99913,PISCES,9.99913,0,0,0,0,0,0.02751368
