Date,Planet,Ecliptic_Longitude,Sign_ID,Degree_In_Sign,Retrograde_Flag,Sign_Ingress_Flag,Retrograde_Start_Flag,Retrograde_End_Flag,Station_Flag,Speed
2015-01-01,SUN,280.739939,CAPRICORN,10.739939,0,0,0,0,0,1.01896672
2015-01-01,MERCURY,294.448942,CAPRICORN,24.448942,0,0,0,0,0,1.58389094
2015-01-01,VENUS,297.348459,CAPRICORN,27.348459,0,0,0,0,0,1.25285944
2015-01-01,MARS,321.442385,AQUARIUS,21.442385,0,0,0,0,0,0.78290641
2015-01-01,JUPITER,141.721762,LEO,21.721762,1,0,0,0,0,-0.07484554
2015-01-01,SATURN,240.916662,SAGITTARIUS,0.916662,0,0,0,0,0,0.10055614
2015-01-01,URANUS,12.617811,ARIES,12.617811,0,0,0,0,0,0.00914049
2015-01-01,NEPTUNE,335.396886,PISCES,5.396886,0,0,0,0,0,0.02488572
2015-01-01,PLUTO,283.182287,CAPRICORN,13.182287,0,0,0,0,0,0.03489787
2015-01-02,SUN,281.758897,CAPRICORN,11.758897,0,0,0,0,0,1.01894592
2015-01-02,MERCURY,296.028673,CAPRICORN,26.028673,0,0,0,0,0,1.57516491
2015-01-02,VENUS,298.601221,CAPRICORN,28.601221,0,0,0,0,0,1.2526618
2015-01-02,MARS,322.225314,AQUARIUS,22.225314,0,0,0,0,0,0.7829467
2015-01-02,JUPITER,141.645509,LEO,21.645509,1,0,0,0,0,-0.07765343
2015-01-02,SATURN,241.016795,SAGITTARIUS,1.016795,0,0,0,0,0,0.0997061
2015-01-02,URANUS,12.627385,ARIES,12.627385,0,0,0,0,0,0.01000562
2015-01-02,NEPTUNE,335.421997,PISCES,5.421997,0,0,0,0,0,0.02533314
2015-01-02,PLUTO,283.217194,CAPRICORN,13.217194,0,0,0,0,0,0.03491144
2015-01-03,SUN,282.777834,CAPRICORN,12.777834,0,0,0,0,0,1.01892526
2015-01-03,MERCURY,297.598375,CAPRICORN,27.598375,0,0,0,0,0,1.5637576
2015-01-03,VENUS,299.853782,CAPRICORN,29.853782,0,0,0,0,0,1.25245918
2015-01-03,MARS,323.008275,AQUARIUS,23.008275,0,0,0,0,0,0.78297042
2015-01-03,JUPITER,141.566468,LEO,21.566468,1,0,0,0,0,-0.08042131
2015-01-03,SATURN,241.116067,SAGITTARIUS,1.116067,0,0,0,0,0,0.09883491
2015-01-03,URANUS,12.63782,ARIES,12.63782,0,0,0,0,0,0.01086417
