Date,Planet,Ecliptic_Longitude,Sign_ID,Degree_In_Sign,Retrograde_Flag,Sign_Ingress_Flag,Retrograde_Start_Flag,Retrograde_End_Flag,Station_Flag,Speed
2016-01-01,SUN,280.491859,CAPRICORN,10.491859,0,0,0,0,0,1.0191672
2016-01-01,MERCURY,299.629773,CAPRICORN,29.629773,0,0,0,0,0,0.66098191
2016-01-01,VENUS,242.664799,SAGITTARIUS,2.664799,0,0,0,0,0,1.21415261
2016-01-01,MARS,208.834127,LIBRA,28.834127,0,0,0,0,0,0.55511372
2016-01-01,JUPITER,173.165801,VIRGO,23.165801,0,0,0,0,0,0.02147451
2016-01-01,SATURN,251.197055,SAGITTARIUS,11.197055,0,0,0,0,0,0.1085175
2016-01-01,URANUS,16.575496,ARIES,16.575496,0,0,0,0,0,0.00543593
2016-01-01,NEPTUNE,337.557581,PISCES,7.557581,0,0,0,0,0,0.0237311
2016-01-01,PLUTO,285.065635,CAPRICORN,15.065635,0,0,0,0,0,0.03453107
2016-01-02,SUN,281.511077,CAPRICORN,11.511077,0,0,0,0,0,1.01926657
2016-01-02,MERCURY,300.22126,AQUARIUS,0.22126,0,1,0,0,0,0.51946581
2016-01-02,VENUS,243.879468,SAGITTARIUS,3.879468,0,0,0,0,0,1.21517654
2016-01-02,MARS,209.38855,LIBRA,29.38855,0,0,0,0,0,0.55372546
2016-01-02,JUPITER,173.185686,VIRGO,23.185686,0,0,0,0,0,0.01829422
2016-01-02,SATURN,251.305261,SAGITTARIUS,11.305261,0,0,0,0,0,0.10789199
2016-01-02,URANUS,16.581366,ARIES,16.581366,0,0,0,0,0,0.00630586
2016-01-02,NEPTUNE,337.581543,PISCES,7.581543,0,0,0,0,0,0.02419269
2016-01-02,PLUTO,285.100187,CAPRICORN,15.100187,0,0,0,0,0,0.03457163
2016-01-03,SUN,282.530392,CAPRICORN,12.530392,0,0,0,0,0,1.0193577
2016-01-03,MERCURY,300.663645,AQUARIUS,0.663645,0,0,0,0,0,0.36284555
2016-01-03,VENUS,245.095144,SAGITTARIUS,5.095144,0,0,0,0,0,1.216164
2016-01-03,MARS,209.941569,LIBRA,29.941569,0,0,0,0,0,0.55230554
2016-01-03,JUPITER,173.202385,VIRGO,23.202385,0,0,0,0,0,0.01510324
2016-01-03,SATURN,251.412834,SAGITTARIUS,11.412834,0,0,0,0,0,0.10724949
2016-01-03,URANUS,16.588108,ARIES,16.588108,0,0,0,0,0,0.00717884
2016-01-03,NEPTUNE,337.605966,PISCES,7.605966,0,0,0,0,0,0.02465184
2016-01-03,PLUTO,285.134777,CAPRICORN,15.134777,0,0,0,0,0,0.0346064
2016-01-04,SUN,283.549792,CAPRICORN,13.549792,0,0,0,0,0,1.01943785
2016-01-04,MERCURY,300.942165,AQUARIUS,0.942165,0,0,0,0,0,0.19195013
2016-01-04,VENUS,246.311788,SAGITTARIUS,6.311788,0,0,0,0,0,1.21711415
2016-01-04,MARS,210.493151,SCORPIO,0.493151,0,1,0,0,0,0.55085213
2016-01-04,JUPITER,173.215889,VIRGO,23.215889,0,0,0,0,0,0.01190238
2016-01-04,SATURN,251.519755,SAGITTARIUS,11.519755,0,0,0,0,0,0.10658923
2016-01-04,URANUS,16.595725,ARIES,16.595725,0,0,0,0,0,0.00805395
2016-01-04,NEPTUNE,337.630846,PISCES,7.630846,0,0,0,0,0,0.02510775
2016-01-04,PLUTO,285.169396,CAPRICORN,15.169396,0,0,0,0,0,0.03462886
2016-01-05,SUN,284.569265,CAPRICORN,14.569265,0,0,0,0,0,1.01950383
2016-01-05,MERCURY,301.043367,AQUARIUS,1.043367,0,0,0,0,0,0.00861573
2016-01-05,VENUS,247.529363,SAGITTARIUS,7.529363,0,0,0,0,0,1.21802577
2016-01-05,MARS,211.043262,SCORPIO,1.043262,0,0,0,0,0,0.54936312
2016-01-05,JUPITER,173.226187,VIRGO,23.226187,0,0,0,0,0,0.00869231
2016-01-05,SATURN,251.626006,SAGITTARIUS,11.626006,0,0,0,0,0,0.10591009
2016-01-05,URANUS,16.604217,ARIES,16.604217,0,0,0,0,0,0.00893006
2016-01-05,NEPTUNE,337.65618,PISCES,7.65618,0,0,0,0,0,0.02555937
2016-01-05,PLUTO,285.204023,CAPRICORN,15.204023,0,0,0,0,0,0.03461803
2016-01-06,SUN,285.588796,CAPRICORN,15.588796,0,0,0,0,0,1.01955184
2016-01-06,MERCURY,300.956236,AQUARIUS,0.956236,1,0,1,0,1,-0.18409464
2016-01-06,VENUS,248.74783,SAGITTARIUS,8.74783,0,0,0,0,0,1.21889721
2016-01-06,MARS,211.591865,SCORPIO,1.591865,0,0,0,0,0,0.54783625
2016-01-06,JUPITER,173.233271,VIRGO,23.233271,0,0,0,0,0,0.00547345
2016-01-06,SATURN,251.731569,SAGITTARIUS,11.731569,0,0,0,0,0,0.1052106
2016-01-06,URANUS,16.613585,ARIES,16.613585,0,0,0,0,0,0.00980555
2016-01-06,NEPTUNE,337.681963,PISCES,7.681963,0,0,0,0,0,0.02600521
2016-01-06,PLUTO,285.238635,CAPRICORN,15.238635,0,0,0,0,0,0.03461851
2016-01-07,SUN,286.608364,CAPRICORN,16.608364,0,0,0,0,0,1.01957747
2016-01-07,MERCURY,300.6735,AQUARIUS,0.6735,1,0,0,0,0,-0.38173279
2016-01-07,VENUS,249.967148,SAGITTARIUS,9.967148,0,0,0,0,0,1.21972659
2016-01-07,MARS,212.138922,SCORPIO,2.138922,0,0,0,0,0,0.54626907
2016-01-07,JUPITER,173.237131,VIRGO,23.237131,0,0,0,0,0,0.00224607
2016-01-07,SATURN,251.83642,SAGITTARIUS,11.83642,0,0,0,0,0,0.10448896
2016-01-07,URANUS,16.623827,ARIES,16.623827,0,0,0,0,0,0.01067842
2016-01-07,NEPTUNE,337.708188,PISCES,7.708188,0,0,0,0,0,0.02644341
2016-01-07,PLUTO,285.273277,CAPRICORN,15.273277,0,0,0,0,0,0.03466016
2016-01-08,SUN,287.627945,CAPRICORN,17.627945,0,0,0,0,0,1.01957615
2016-01-08,MERCURY,300.193051,AQUARIUS,0.193051,1,0,0,0,0,-0.57843024
2016-01-08,VENUS,251.187273,SAGITTARIUS,11.187273,0,0,0,0,0,1.22051211
2016-01-08,MARS,212.68439,SCORPIO,2.68439,0,0,0,0,0,0.54465952
2016-01-08,JUPITER,173.23776,VIRGO,23.23776,1,0,1,0,1,-0.00098954
2016-01-08,SATURN,251.940539,SAGITTARIUS,11.940539,0,0,0,0,0,0.10374319
2016-01-08,URANUS,16.63494,ARIES,16.63494,0,0,0,0,0,0.0115464
2016-01-08,NEPTUNE,337.734847,PISCES,7.734847,0,0,0,0,0,0.02687186
2016-01-08,PLUTO,285.307941,CAPRICORN,15.307941,0,0,0,0,0,0.03466173
2016-01-09,SUN,288.647509,CAPRICORN,18.647509,0,0,0,0,0,1.01954381
2016-01-09,MERCURY,299.519303,CAPRICORN,29.519303,1,1,0,0,0,-0.76705501
2016-01-09,VENUS,252.408161,SAGITTARIUS,12.408161,0,0,0,0,0,1.2212528
2016-01-09,MARS,213.228227,SCORPIO,3.228227,0,0,0,0,0,0.54300644
2016-01-09,JUPITER,173.235149,VIRGO,23.235149,1,0,0,0,0,-0.00423258
2016-01-09,SATURN,252.043899,SAGITTARIUS,12.043899,0,0,0,0,0,0.1029717
2016-01-09,URANUS,16.646918,ARIES,16.646918,0,0,0,0,0,0.01240753
2016-01-09,NEPTUNE,337.761929,PISCES,7.761929,0,0,0,0,0,0.02728874
2016-01-09,PLUTO,285.342593,CAPRICORN,15.342593,0,0,0,0,0,0.03463885
2016-01-10,SUN,289.667025,CAPRICORN,19.667025,0,0,0,0,0,1.01947784
2016-01-10,MERCURY,298.664279,CAPRICORN,28.664279,1,0,0,0,0,-0.93961373
2016-01-10,VENUS,253.629767,SAGITTARIUS,13.629767,0,0,0,0,0,1.22194924
2016-01-10,MARS,213.770389,SCORPIO,3.770389,0,0,0,0,0,0.54131023
2016-01-10,JUPITER,173.229292,VIRGO,23.229292,1,0,0,0,0,-0.0074811
2016-01-10,SATURN,252.146474,SAGITTARIUS,12.146474,0,0,0,0,0,0.102174
2016-01-10,URANUS,16.659753,ARIES,16.659753,0,0,0,0,0,0.01326066
2016-01-10,NEPTUNE,337.789421,PISCES,7.789421,0,0,0,0,0,0.02769316
2016-01-10,PLUTO,285.377214,CAPRICORN,15.377214,0,0,0,0,0,0.03460028
2016-01-11,SUN,290.686457,CAPRICORN,20.686457,0,0,0,0,0,1.01937785
2016-01-11,MERCURY,297.648157,CAPRICORN,27.648157,1,0,0,0,0,-1.08791274
2016-01-11,VENUS,254.852049,SAGITTARIUS,14.852049,0,0,0,0,0,1.22260422
2016-01-11,MARS,214.310834,SCORPIO,4.310834,0,0,0,0,0,0.53957343
2016-01-11,JUPITER,173.220185,VIRGO,23.220185,1,0,0,0,0,-0.01073162
2016-01-11,SATURN,252.248238,SAGITTARIUS,12.248238,0,0,0,0,0,0.1013511
2016-01-11,URANUS,16.673437,ARIES,16.673437,0,0,0,0,0,0.01410608
2016-01-11,NEPTUNE,337.817311,PISCES,7.817311,0,0,0,0,0,0.02808566
2016-01-11,PLUTO,285.41179,CAPRICORN,15.41179,0,0,0,0,0,0.03454838
2016-01-12,SUN,291.705774,CAPRICORN,21.705774,0,0,0,0,0,1.01924607
2016-01-12,MERCURY,296.499059,CAPRICORN,26.499059,1,0,0,0,0,-1.20442045
2016-01-12,VENUS,256.074967,SAGITTARIUS,16.074967,0,0,0,0,0,1.22322291
2016-01-12,MARS,214.849524,SCORPIO,4.849524,0,0,0,0,0,0.53780069
2016-01-12,JUPITER,173.207829,VIRGO,23.207829,1,0,0,0,0,-0.01397914
2016-01-12,SATURN,252.349168,SAGITTARIUS,12.349168,0,0,0,0,0,0.10050571
2016-01-12,URANUS,16.687963,ARIES,16.687963,0,0,0,0,0,0.01494553
2016-01-12,NEPTUNE,337.845589,PISCES,7.845589,0,0,0,0,0,0.02846832
2016-01-12,PLUTO,285.446308,CAPRICORN,15.446308,0,0,0,0,0,0.03448556
2016-01-13,SUN,292.724944,CAPRICORN,22.724944,0,0,0,0,0,1.01908694
2016-01-13,MERCURY,295.251916,CAPRICORN,25.251916,1,0,0,0,0,-1.28319324
