Date,Planet,Ecliptic_Longitude,Sign_ID,Degree_In_Sign,Retrograde_Flag,Sign_Ingress_Flag,Retrograde_Start_Flag,Retrograde_End_Flag,Station_Flag,Speed
2022-01-01,SUN,281.038771,CAPRICORN,11.038771,0,0,0,0,0,1.01967316
2022-01-01,MERCURY,298.890153,CAPRICORN,28.890153,0,0,0,0,0,1.40569986
2022-01-01,VENUS,293.04811,CAPRICORN,23.04811,1,0,0,0,0,-0.50039285
2022-01-01,MARS,253.454666,SAGITTARIUS,13.454666,0,0,0,0,0,0.71124757
2022-01-01,JUPITER,330.643829,PISCES,0.643829,0,0,0,0,0,0.19621411
2022-01-01,SATURN,311.956993,AQUARIUS,11.956993,0,0,0,0,0,0.10855181
2022-01-01,URANUS,40.94529,TAURUS,10.94529,1,0,0,0,0,-0.0146062
2022-01-01,NEPTUNE,350.677829,PISCES,20.677829,0,0,0,0,0,0.01754685
2022-01-01,PLUTO,295.950533,CAPRICORN,25.950533,0,0,0,0,0,0.03220182
2022-01-02,SUN,282.058469,CAPRICORN,12.058469,0,0,0,0,0,1.01971244
2022-01-02,MERCURY,300.276124,AQUARIUS,0.276124,0,1,0,0,0,1.36505684
2022-01-02,VENUS,292.534132,CAPRICORN,22.534132,1,0,0,0,0,-0.52706349
2022-01-02,MARS,254.16623,SAGITTARIUS,14.16623,0,0,0,0,0,0.71187617
2022-01-02,JUPITER,330.840819,PISCES,0.840819,0,0,0,0,0,0.19775752
2022-01-02,SATURN,312.065881,AQUARIUS,12.065881,0,0,0,0,0,0.10921797
2022-01-02,URANUS,40.931095,TAURUS,10.931095,1,0,0,0,0,-0.01378401
2022-01-02,NEPTUNE,350.695642,PISCES,20.695642,0,0,0,0,0,0.01807561
2022-01-02,PLUTO,295.982796,CAPRICORN,25.982796,0,0,0,0,0,0.03232134
2022-01-03,SUN,283.078184,CAPRICORN,13.078184,0,0,0,0,0,1.01970586
2022-01-03,MERCURY,301.617704,AQUARIUS,1.617704,0,0,0,0,0,1.3167448
2022-01-03,VENUS,291.99502,CAPRICORN,21.99502,1,0,0,0,0,-0.55061303
2022-01-03,MARS,254.878412,SAGITTARIUS,14.878412,0,0,0,0,0,0.71248226
2022-01-03,JUPITER,331.03933,PISCES,1.03933,0,0,0,0,0,0.19925736
2022-01-03,SATURN,312.175418,AQUARIUS,12.175418,0,0,0,0,0,0.10985092
2022-01-03,URANUS,40.91772,TAURUS,10.91772,1,0,0,0,0,-0.01296659
2022-01-03,NEPTUNE,350.713975,PISCES,20.713975,0,0,0,0,0,0.01858791
2022-01-03,PLUTO,296.015169,CAPRICORN,26.015169,0,0,0,0,0,0.0324205
2022-01-04,SUN,284.097871,CAPRICORN,14.097871,0,0,0,0,0,1.01965828
2022-01-04,MERCURY,302.90669,AQUARIUS,2.90669,0,0,0,0,0,1.25968264
2022-01-04,VENUS,291.434038,CAPRICORN,21.434038,1,0,0,0,0,-0.57075936
2022-01-04,MARS,255.591191,SAGITTARIUS,15.591191,0,0,0,0,0,0.71307119
2022-01-04,JUPITER,331.239321,PISCES,1.239321,0,0,0,0,0,0.20071648
2022-01-04,SATURN,312.285573,AQUARIUS,12.285573,0,0,0,0,0,0.11045392
2022-01-04,URANUS,40.905161,TAURUS,10.905161,1,0,0,0,0,-0.01215109
