Date,Planet,Ecliptic_Longitude,Sign_ID,Degree_In_Sign,Retrograde_Flag,Sign_Ingress_Flag,Retrograde_Start_Flag,Retrograde_End_Flag,Station_Flag,Speed
2020-01-01,SUN,280.51924,CAPRICORN,10.51924,0,0,0,0,0,1.01943123
2020-01-01,MERCURY,275.171394,CAPRICORN,5.171394,0,0,0,0,0,1.57739127
2020-01-01,VENUS,315.022291,AQUARIUS,15.022291,0,0,0,0,0,1.22534588
2020-01-01,MARS,238.720859,SCORPIO,28.720859,0,0,0,0,0,0.67256893
2020-01-01,JUPITER,276.785549,CAPRICORN,6.785549,0,0,0,0,0,0.23038749
2020-01-01,SATURN,291.453466,CAPRICORN,21.453466,0,0,0,0,0,0.11708514
2020-01-01,URANUS,32.689806,TAURUS,2.689806,1,0,0,0,0,-0.00831365
2020-01-01,NEPTUNE,346.274222,PISCES,16.274222,0,0,0,0,0,0.01950727
2020-01-01,PLUTO,292.402028,CAPRICORN,22.402028,0,0,0,0,0,0.03297073
2020-01-02,SUN,281.538649,CAPRICORN,11.538649,0,0,0,0,0,1.01938004
2020-01-02,MERCURY,276.751395,CAPRICORN,6.751395,0,0,0,0,0,1.58264981
2020-01-02,VENUS,316.247252,AQUARIUS,16.247252,0,0,0,0,0,1.22457014
2020-01-02,MARS,239.393584,SCORPIO,29.393584,0,0,0,0,0,0.67288159
2020-01-02,JUPITER,277.015886,CAPRICORN,7.015886,0,0,0,0,0,0.23028262
2020-01-02,SATURN,291.570662,CAPRICORN,21.570662,0,0,0,0,0,0.11730349
2020-01-02,URANUS,32.681917,TAURUS,2.681917,1,0,0,0,0,-0.00746294
2020-01-02,NEPTUNE,346.29398,PISCES,16.29398,0,0,0,0,0,0.02000936
2020-01-02,PLUTO,292.435044,CAPRICORN,22.435044,0,0,0,0,0,0.03305919
2020-01-03,SUN,282.558002,CAPRICORN,12.558002,0,0,0,0,0,1.01932025
2020-01-03,MERCURY,278.336777,CAPRICORN,8.336777,0,0,0,0,0,1.58815608
