Date,Planet,Ecliptic_Longitude,Sign_ID,Degree_In_Sign,Retrograde_Flag,Sign_Ingress_Flag,Retrograde_Start_Flag,Retrograde_End_Flag,Station_Flag,Speed
2025-01-01,SUN,281.323433,CAPRICORN,11.323433,0,0,0,0,0,1.01963977
2025-01-01,MERCURY,260.516388,SAGITTARIUS,20.516388,0,0,0,0,0,1.29905726
2025-01-01,VENUS,328.248297,AQUARIUS,28.248297,0,0,0,0,0,1.07115762
2025-01-01,MARS,121.752631,LEO,1.752631,1,0,0,0,0,-0.33290193
2025-01-01,JUPITER,73.162615,GEMINI,13.162615,1,0,0,0,0,-0.10529652
2025-01-01,SATURN,344.562084,PISCES,14.562084,0,0,0,0,0,0.07628976
2025-01-01,URANUS,53.623735,TAURUS,23.623735,1,0,0,0,0,-0.02402332
2025-01-01,NEPTUNE,357.30469,PISCES,27.30469,0,0,0,0,0,0.01407694
2025-01-01,PLUTO,301.080091,AQUARIUS,1.080091,0,0,0,0,0,0.03076815
2025-01-02,SUN,282.343059,CAPRICORN,12.343059,0,0,0,0,0,1.01960288
2025-01-02,MERCURY,261.827282,SAGITTARIUS,21.827282,0,0,0,0,0,1.32229838
2025-01-02,VENUS,329.316936,AQUARIUS,29.316936,0,0,0,0,0,1.06608618
2025-01-02,MARS,121.414989,LEO,1.414989,1,0,0,0,0,-0.34227822
2025-01-02,JUPITER,73.058509,GEMINI,13.058509,1,0,0,0,0,-0.1029036
2025-01-02,SATURN,344.639034,PISCES,14.639034,0,0,0,0,0,0.07760698
2025-01-02,URANUS,53.600068,TAURUS,23.600068,1,0,0,0,0,-0.02331068
2025-01-02,NEPTUNE,357.319035,PISCES,27.319035,0,0,0,0,0,0.01461214
2025-01-02,PLUTO,301.110928,AQUARIUS,1.110928,0,0,0,0,0,0.03090392
2025-01-03,SUN,283.362633,CAPRICORN,13.362633,0,0,0,0,0,1.01953729
2025-01-03,MERCURY,263.160206,SAGITTARIUS,23.160206,0,0,0,0,0,1.34317783
2025-01-03,VENUS,330.380402,PISCES,0.380402,0,1,0,0,0,1.06081259
