Date,Planet,Ecliptic_Longitude,Sign_ID,Degree_In_Sign,Retrograde_Flag,Sign_Ingress_Flag,Retrograde_Start_Flag,Retrograde_End_Flag,Station_Flag,Speed
2021-01-01,SUN,281.289272,CAPRICORN,11.289272,0,0,0,0,0,1.01898357
2021-01-01,MERCURY,288.529499,CAPRICORN,18.529499,0,0,0,0,0,1.62982182
2021-01-01,VENUS,261.037413,SAGITTARIUS,21.037413,0,0,0,0,0,1.25235964
2021-01-01,MARS,27.574176,ARIES,27.574176,0,0,0,0,0,0.43412885
2021-01-01,JUPITER,302.897145,AQUARIUS,2.897145,0,0,0,0,0,0.2284844
2021-01-01,SATURN,301.681749,AQUARIUS,1.681749,0,0,0,0,0,0.11409267
2021-01-01,URANUS,36.793663,TAURUS,6.793663,1,0,0,0,0,-0.01106091
2021-01-01,NEPTUNE,348.482804,PISCES,18.482804,0,0,0,0,0,0.01878115
2021-01-01,PLUTO,294.204317,CAPRICORN,24.204317,0,0,0,0,0,0.03262823
2021-01-02,SUN,282.308281,CAPRICORN,12.308281,0,0,0,0,0,1.01903194
2021-01-02,MERCURY,290.161166,CAPRICORN,20.161166,0,0,0,0,0,1.6334552
2021-01-02,VENUS,262.289851,SAGITTARIUS,22.289851,0,0,0,0,0,1.25251327
2021-01-02,MARS,28.010623,ARIES,28.010623,0,0,0,0,0,0.43874212
2021-01-02,JUPITER,303.125944,AQUARIUS,3.125944,0,0,0,0,0,0.22910998
2021-01-02,SATURN,301.796054,AQUARIUS,1.796054,0,0,0,0,0,0.11451255
2021-01-02,URANUS,36.783012,TAURUS,6.783012,1,0,0,0,0,-0.01024099
2021-01-02,NEPTUNE,348.501834,PISCES,18.501834,0,0,0,0,0,0.01927803
2021-01-02,PLUTO,294.23699,CAPRICORN,24.23699,0,0,0,0,0,0.03271649
2021-01-03,SUN,283.32734,CAPRICORN,13.32734,0,0,0,0,0,1.0190841
2021-01-03,MERCURY,291.796267,CAPRICORN,21.796267,0,0,0,0,0,1.63666968
2021-01-03,VENUS,263.54244,SAGITTARIUS,23.54244,0,0,0,0,0,1.25266394
2021-01-03,MARS,28.451626,ARIES,28.451626,0,0,0,0,0,0.44324385
2021-01-03,JUPITER,303.355358,AQUARIUS,3.355358,0,0,0,0,0,0.22971507
2021-01-03,SATURN,301.910769,AQUARIUS,1.910769,0,0,0,0,0,0.11491483
2021-01-03,URANUS,36.773183,TAURUS,6.773183,1,0,0,0,0,-0.00941621
2021-01-03,NEPTUNE,348.521359,PISCES,18.521359,0,0,0,0,0,0.01977058
2021-01-03,PLUTO,294.269747,CAPRICORN,24.269747,0,0,0,0,0,0.03279725
2021-01-04,SUN,284.346454,CAPRICORN,14.346454,0,0,0,0,0,1.01914098
