Date,Planet,Ecliptic_Longitude,Sign_ID,Degree_In_Sign,Retrograde_Flag,Sign_Ingress_Flag,Retrograde_Start_Flag,Retrograde_End_Flag,Station_Flag,Speed
2026-01-01,SUN,281.07802,CAPRICORN,11.07802,0,0,0,0,0,1.018864
2026-01-01,MERCURY,269.415069,SAGITTARIUS,29.415069,0,0,0,0,0,1.52837489
2026-01-01,VENUS,279.83564,CAPRICORN,9.83564,0,0,0,0,0,1.25828978
2026-01-01,MARS,283.071424,CAPRICORN,13.071424,0,0,0,0,0,0.7666976
2026-01-01,JUPITER,111.292281,CANCER,21.292281,1,0,0,0,0,-0.13099456
2026-01-01,SATURN,356.196622,PISCES,26.196622,0,0,0,0,0,0.05910451
2026-01-01,URANUS,57.93563,TAURUS,27.93563,1,0,0,0,0,-0.02710071
2026-01-01,NEPTUNE,359.513051,PISCES,29.513051,0,0,0,0,0,0.01272623
2026-01-01,PLUTO,302.733615,AQUARIUS,2.733615,0,0,0,0,0,0.03022942
2026-01-02,SUN,282.096882,CAPRICORN,12.096882,0,0,0,0,0,1.01885598
2026-01-02,MERCURY,270.946397,CAPRICORN,0.946397,0,1,0,0,0,1.53428032
2026-01-02,VENUS,281.093903,CAPRICORN,11.093903,0,0,0,0,0,1.25823546
2026-01-02,MARS,283.838455,CAPRICORN,13.838455,0,0,0,0,0,0.7673603
2026-01-02,JUPITER,111.160871,CANCER,21.160871,1,0,0,0,0,-0.13181
2026-01-02,SATURN,356.256497,PISCES,26.256497,0,0,0,0,0,0.06063933
2026-01-02,URANUS,57.908869,TAURUS,27.908869,1,0,0,0,0,-0.02642059
2026-01-02,NEPTUNE,359.526057,PISCES,29.526057,0,0,0,0,0,0.01328383
2026-01-02,PLUTO,302.763931,AQUARIUS,2.763931,0,0,0,0,0,0.03039728
2026-01-03,SUN,283.115736,CAPRICORN,13.115736,0,0,0,0,0,1.01884771
2026-01-03,MERCURY,272.483642,CAPRICORN,2.483642,0,0,0,0,0,1.54021636
2026-01-03,VENUS,282.352111,CAPRICORN,12.352111,0,0,0,0,0,1.25817925
2026-01-03,MARS,284.606143,CAPRICORN,14.606143,0,0,0,0,0,0.76801133
2026-01-03,JUPITER,111.028687,CANCER,21.028687,1,0,0,0,0,-0.13254389
2026-01-03,SATURN,356.317893,PISCES,26.317893,0,0,0,0,0,0.06214757
2026-01-03,URANUS,57.882788,TAURUS,27.882788,1,0,0,0,0,-0.02574219
2026-01-03,NEPTUNE,359.539613,PISCES,29.539613,0,0,0,0,0,0.0138263
2026-01-03,PLUTO,302.794404,AQUARIUS,2.794404,0,0,0,0,0,0.03054629
2026-01-04,SUN,284.134582,CAPRICORN,14.134582,0,0,0,0,0,1.01884181
2026-01-04,MERCURY,274.026856,CAPRICORN,4.026856,0,0,0,0,0,1.5462254
2026-01-04,VENUS,283.610264,CAPRICORN,13.610264,0,0,0,0,0,1.2581267
2026-01-04,MARS,285.374476,CAPRICORN,15.374476,0,0,0,0,0,0.76865297
2026-01-04,JUPITER,110.895811,CANCER,20.895811,1,0,0,0,0,-0.13319312
2026-01-04,SATURN,356.380784,PISCES,26.380784,0,0,0,0,0,0.06363222
2026-01-04,URANUS,57.857385,TAURUS,27.857385,1,0,0,0,0,-0.02506294
2026-01-04,NEPTUNE,359.553705,PISCES,29.553705,0,0,0,0,0,0.01435628
2026-01-04,PLUTO,302.825018,AQUARIUS,2.825018,0,0,0,0,0,0.03067904
2026-01-05,SUN,285.153424,CAPRICORN,15.153424,0,0,0,0,0,1.01884168
2026-01-05,MERCURY,275.576132,CAPRICORN,5.576132,0,0,0,0,0,1.55234639
2026-01-05,VENUS,284.868369,CAPRICORN,14.868369,0,0,0,0,0,1.25808242
2026-01-05,MARS,286.143449,CAPRICORN,16.143449,0,0,0,0,0,0.76928912
2026-01-05,JUPITER,110.762331,CANCER,20.762331,1,0,0,0,0,-0.13375128
2026-01-05,SATURN,356.44515,PISCES,26.44515,0,0,0,0,0,0.06509902
2026-01-05,URANUS,57.832664,TAURUS,27.832664,1,0,0,0,0,-0.02437735
