Aspect_Logic_ID,T_Planet,N_Planet,Aspect_Angle,Category,N_House,N_Sign_Element,T_Retrograde_Flag,Orb_Status,Text_Description,Countdown_Label,Countdown_ID,Essential_Dignity_Score,Score_Impact,Priority,timeline_advise,Decision_Flag,Sync_Flag,Noise_Flag,Pressure_Score,Love_Text_Description,Work_Text_Description,Money_Text_Description,Love_Score_Impact,Work_Score_Impact,Money_Score_Impact,Love_Positive_Impact,Love_Negative_Impact,Work_Positive_Impact,Work_Negative_Impact,Money_Positive_Impact,Money_Negative_Impact,General_Positive_Impact,General_Negative_Impact
TRANSIT_JUPITER_NATAL_SUN_0_1_GENERAL_0_Applying,TRANSIT_JUPITER,NATAL_SUN,0,General,1,Fire,0,Applying,自分らしさを信じて新たな一歩を踏み出す情熱と、前向きな勢いが内側から力強く湧き上がってくる時期です。これまでの自分を超えて新しい挑戦を始めたいという強い欲求が高まり、実際に行動を起こすためのチャンスや出会いにも恵まれやすくなります。自分の直感や信じる道を信じて周囲にアピールする力が強まるため、第一印象でも自信に満ちた存在感を示すことができるでしょう。ただし、勢いに任せてあれもこれもと広げすぎず、自分が本当に情熱を注ぎたい本質的なテーマを一つ選んで進むことで、この始まりのエネルギーは確かな成長へと結びついていきます。,,GLOBAL_CONNECTION_MID_POS,5,59,7,自分らしさや意志が肯定的に広がり、未来への成長ロードマップを描いて前向きにスタートできます。,1,1,0,-,自分らしさや熱意が魅力的に発揮され、相手からの好意をスムーズに呼び込める時期です。飾らない素直な情熱を見せることで、二人の距離が一気に縮まります。,画期的な発想や強烈な行動力が評価され、プロジェクトで素晴らしい成果を出せる時期です。自分らしい提案を積極的におこなうことが、発展的な好機を招きます。,自身の強みや個性を生かした新しいアプローチによって、収益の機会が拓かれる時期です。直感を信じた挑戦が、期待以上の実りをもたらしてくれるでしょう。,45,70,,40,0,60,0,-,-,65,0
TRANSIT_JUPITER_NATAL_SUN_0_1_GENERAL_1_Applying,TRANSIT_JUPITER,NATAL_SUN,0,General,1,Fire,1,Applying,自分自身のあり方や生き方の方向性について、これまでの歩みを内省的に見つめ直す流れが生まれる時期です。かつて抱いた情熱や、一度は諦めてしまった挑戦への思いが再び胸の中で熱を帯び、もう一度向き合う機会が訪れるかもしれません。外側へむやみに自分を主張するよりも、自分の本心や内なる意欲にじっくりと耳を傾けることで、確固たる自信を取り戻しやすくなります。焦って新しい行動を起こす前に、過去の経験から得た知恵を整理し、自分を成長させるための計画を練り直すことが、のちの確かな飛躍へとつながっていくでしょう。,,GLOBAL_CONNECTION_MID_POS,5,59,7,-,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_JUPITER_NATAL_SUN_0_1_GENERAL_0_Applying,TRANSIT_JUPITER,NATAL_SUN,0,General,1,Earth,0,Applying,自分自身の生き方や長期的な目標に対して、地に足のついた現実的なアプローチで可能性を広げていける時期です。理想を掲げるだけでなく、日々の具体的な作業や実務の積み重ねを通じて、少しずつ自分の実力が形になっていくのを実感しやすくなります。周囲からも堅実で信頼できる人物として評価されやすく、物事を一つずつ丁寧にやり遂げることで、確かな自信と心の安定が深まっていくでしょう。目先の利益や派手な変化に惑わされず、今できる一歩を着実に進めていく姿勢こそが、将来にわたって揺るがない強固な発展の基盤を築くことになります。,,GLOBAL_CONNECTION_MID_POS,-1,59,7,-,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_JUPITER_NATAL_SUN_0_1_GENERAL_1_Applying,TRANSIT_JUPITER,NATAL_SUN,0,General,1,Earth,1,Applying,自分自身の生き方や長期的な計画について、過去の歩みと現実の成果を丁寧に見つめ直す時期です。かつて構築した目標や、一度途絶えてしまった現実的な取り組みに再び意識が向き、修正を加える機会が訪れるでしょう。拙速に成果を求めず、自分の持っているリソースや経験の価値を再評価することで、内側にしっかりとした自信が戻ってきます。これまでの歩みで得た学びを活かして、今後の基盤をより強固なものへ整えることが、これからの確実なステップアップへとつながっていきます。,,GLOBAL_CONNECTION_MID_POS,-1,59,7,-,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_JUPITER_NATAL_SUN_0_1_GENERAL_0_Applying,TRANSIT_JUPITER,NATAL_SUN,0,General,1,Air,0,Applying,自分自身の生き方や表現したいテーマについて、新しい知的な関心や発想が軽やかに広がる時期です。これまで関わりのなかった分野の人々と対話したり、有益な情報に触れたりする中で、自らの可能性を広げるアイデアが次々と見つかるでしょう。新しい学びや交流を楽しみながらも、自らの視点を言葉にして周囲に発信することで、知的な魅力を活かした存在感を示しやすくなります。得られた多くの情報に振り回されることなく、今の自分にとって本当に必要なテーマに的を絞ることで、新しい成長の扉が開いていくでしょう。,,GLOBAL_CONNECTION_MID_POS,2,59,7,-,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_JUPITER_NATAL_SUN_0_1_GENERAL_1_Applying,TRANSIT_JUPITER,NATAL_SUN,0,General,1,Air,1,Applying,自らの考え方や人生の方向性について、過去に得た知識やかつての人間関係を見直すのに最適な時期です。以前に興味を持っていたテーマや、途中で温めていたアイデアをもう一度掘り起こすことで、現在の状況を打開するヒントが得られるでしょう。周囲の意見や溢れる情報に流されず、自分の知的な歩みを冷静に振り返る時間が、自分をより深く理解するための余裕をもたらしてくれます。過去に活かしきれなかった知識を現代の視点から捉え直すことで、自分らしい新たな表現の基盤がしっかりと整っていきます。,,GLOBAL_CONNECTION_MID_POS,2,59,7,-,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_JUPITER_NATAL_SUN_0_1_GENERAL_0_Applying,TRANSIT_JUPITER,NATAL_SUN,0,General,1,Water,0,Applying,自分の存在をどう広げるかに意識が集まり、内側の感情まで含めて新しい一歩を選びたくなる時期です。周囲からの期待や励ましを受けるほど、これまで小さく扱ってきた望みが強く浮かび、表情や言葉にも自信が出てきます。人の反応を大きく受け取りやすい感受性は、進み方を丁寧に選ぶための手がかりにもなります。可能性を急いで証明しようとせず、心が本当に納得する方向へ言葉を置くことが、これからの存在感を支えます。,,GLOBAL_CONNECTION_MID_POS,-2,59,7,-,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_JUPITER_NATAL_SUN_0_1_GENERAL_1_Applying,TRANSIT_JUPITER,NATAL_SUN,0,General,1,Water,1,Applying,かつて抱いた心からの望みや、自分にとっての本当の安心感について内省的に見つめ直す時期です。過去に感じた感情的な揺らぎや心の傷と改めて向き合う機会が訪れ、それらを今の自分が温かく受け入れるための余裕が生まれるでしょう。他者の期待に応えようとしすぎるより、自分自身の本音や心の健康を一番に労わることが、本当の自己理解につながります。心の中にあるかつてのわだかまりをゆっくりと整理し、自分の価値を再評価していくことで、のちに外側へと羽ばたくための柔らかなエネルギーが再び満ちてくるはずです。,,GLOBAL_CONNECTION_MID_POS,-2,59,7,-,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRANSIT_JUPITER_NATAL_SUN_0_2_MONEY_0_Applying,TRANSIT_JUPITER,NATAL_SUN,0,"Money,Work",2,Fire,0,Applying,お金や才能の扱いに強い後押しが入り、自分の価値をもっと大きく試したい気持ちが湧いてきます。欲しいもの、稼ぎ方、能力の見せ方に関する判断が前向きになり、思い切った提案や購入にも強く惹かれるでしょう。期待が大きくなる場面では、何に力を注ぐと豊かさが育つのかを見分ける感覚も同時に働きます。自分の価値を小さく見積もらないことと、信じる話を選び抜く冷静さの両方が、これからの実りを守ります。,,MONEY_VALUE_UP_VENUS_MID_POS,5,59,7,-,1,1,0,-,お互いの価値観や安心できる時間を前向きに分かち合い、心地よい絆が育まれる時期です。飾らない接し方が、お互いの信頼を強めてくれます。,自身の強みや感性を活かしたアイデアが認められ、成果へと結びつきやすい時期です。大らかな自信を持って取り組むことが、評価の向上につながります。,豊かな感性に基づく資産運用や買い出しが実を結び、手元の資力を増やすことができる時期です。直感を信じた柔軟なマネー管理が大きなゆとりを生みます。,40,80,65,35,0,70,0,55,0,40,0
TRANSIT_JUPITER_NATAL_SUN_0_2_MONEY_1_Applying,TRANSIT_JUPITER,NATAL_SUN,0,"Money,Work",2,Fire,1,Applying,収入や才能への意識が強まり、以前あきらめた稼ぎ方や自己評価を改めて大きく扱いたくなる時期です。過去に勢いで選んだ買い物、報酬への期待、能力の見せ方が心に戻り、今なら何を堂々と受け取れるかを考えやすくなります。熱が戻るほど価値の判断も大胆になりますから、欲しさの奥にある本当の充足を見分ける感覚が大切です。自分の力を小さく扱わず、信じられる豊かさへ言葉を合わせることが、次の選択を支えます。,,MONEY_VALUE_UP_VENUS_MID_POS,5,59,7,-,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
